c5	c10	c12	c14	c15	c16	c17	c18	c20	c25	c35	c40	c90	c100	c110	c120	c130	c140	c150	c152	c160	c170	c180	c190	c192	c200	c210	c220	c230	c240	c250	c260	c270	c280	c290	c300	c310a	c310b	c310c	c310d	c314a	c314b	c314c	c314d	c320a	c320b	c320c	c324a	c324b	c324c	c330	c332	c340	c350	c360	c370	c380	c390	c400	c410	c420	c430	c440	c450	c460	c490	c510a	c510b	c510c	c510d	c510e	c510f	c602	c604	c606	c608	c610	c612	c614	c616	c620	c640	c652	c654	c660	eof
	20230202		NM  	2023	2	2	EE4Y2023012317006	1	20230123	G	5330		SKIN            			EMB   	ERJ190	ERJ190100IGW	3260408	NM  										FRMS 91-92 S6-7L	DAMAGED         	B				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	967UW					19000078				DURING THE STRUCTURAL INSPECTION, IT WAS FOUND AN INTERNAL REPAIR ANGLE WITHOUT RECORDS LOCATED BETWEEN FR 91 AND FR 92 	AND BETWEEN STRINGERS 6L AND 7L.WAS REPAIRED FOLLOWING EMBRAER REPAIR INSTRUCTIONS UNDER ETD2022-190-036011 REV 00 AND C	OOPESA EO# COO-EO-2022-16751-R00 AND APPROVED ON ANAC F-200 FORM PROVIDED BY EMB.							2 	4F			RT	A57NM   					 
	20230202		NM  	2023	2	2	EE4Y2023012317007	1	20230123	G	5330		SKIN            			EMB   	ERJ190	ERJ190100IGW	3260408	NM  										FRMS 87-89	DAMAGED         	B				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	947UW					19000078				DURING THE STRUCTURAL INSPECTION, IT WAS FOUND AN EXISTING REPAIR LOCATED BETWEEN FR87 AND FR89 AND BETWEEN STRINGER 13L	 AND 15L.WAS REPAIRED FOLLOWING EMBRAER REPAIR INSTRUCTIONS UNDER ETD2022-190-034656 REV 00 AND COOPESA EO# COO-EO-2022-	16655-R00 AND APPROVED ON ANAC F-200 FORM PROVIDED BY EMB.							2 	4F			RT	A57NM   					 
	20230208		EU  	2023	2	8	EE4Y2023013017044	1	20230130	G	5730		SKIN            			AIRBUS	320   	A320214     	3930316	EU  										LT WING	CORRODED        	B				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	224NV					1694				DURING THE STRUCTURAL INSPECTION PER ALLEGIANT WORK CARD N?: ZL-575-01-001 MPD, CORROSION ON LH WING TOP SKIN PANEL 2 LO	WER SURFACE, RS AND TEOH RIBS 14-15 WAS FOUND. DUE THE CORROSION RUNNING OVER REAR SPAR DETAILS WERE SENT TO AIRBUS ASKI	NG FOR REPAIR INSTRUCTIONS AND FINAL APPROVAL.AIRBUS PROVIDED REPAIR INSTRUCTIONS UNDER DOSSIER 81164669, 80872466 AND T	D/80872466/076/2023#A.THE REPAIR WAS PERFORMED UNDER COOPESA JOB: A1M154 (ITEM 5-19)						2 	4F			RT	A28NM   					 
	20230208		EU  	2023	2	8	EE4Y2023013017049	1	20230130	G	5730		SKIN            			AIRBUS	320   	A320214     	3930316	EU  										LT WING	CORRODED        	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	224NV					1694				DURING THE STRUCTURAL INSPECTION PER ALLEGIANT WORK CARD N?: ZL-575-01-001 MPD, CORROSIONON LH WING TOP SKIN PANEL 2 LOW	ER SURFACE, RS AND TEOH RIBS 14-15 WAS FOUND. DUE THECORROSION RUNNING OVER REAR SPAR DETAILS WERE SENT TO AIRBUS ASKING	 FOR REPAIRINSTRUCTIONS AND FINAL APPROVAL.AIRBUS PROVIDED REPAIR INSTRUCTIONS UNDER DOSSIER81164669, 80872466 AND TD/80	872466/076/2023#A.THE REPAIR WAS PERFORMED UNDER COOPESA JOB:A1M154 (ITEM 5-34)						2 	4F			RT	A28NM   					 
	20230208		EU  	2023	2	8	EE4Y2023013017050	1	20230130	G	5730		SKIN            			AIRBUS	320   	A320214     	3930316	EU  										LT WING	CORRODED        	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	224NV					1694				DURING THE STRUCTURAL INSPECTION PER ALLEGIANT WORK CARD N?: ZL-575-01-001 MPD, CORROSIONON LH WING TOP SKIN PANEL 2 LOW	ER SURFACE, RS AND TEOH RIBS 14-15 WAS FOUND. DUE THECORROSION RUNNING OVER REAR SPAR DETAILS WERE SENT TO AIRBUS ASKING	 FOR REPAIRINSTRUCTIONS AND FINAL APPROVAL.AIRBUS PROVIDED REPAIR INSTRUCTIONS UNDER DOSSIER81164669, 80872466 AND TD/80	872466/076/2023#A.THE REPAIR WAS PERFORMED UNDER COOPESA JOB:A1M154 (ITEM 5-35)						2 	4F			RT	A28NM   					 
	20230208		EU  	2023	2	8	EE4Y2023013017051	1	20230130	G	5730		SKIN            			AIRBUS	320   	A320214     	3930316	EU  										LT WING	CORRODED        	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	224NV					1694				DURING THE STRUCTURAL INSPECTION PER ALLEGIANT WORK CARD N?: ZL-575-01-001 MPD, CORROSIONON LH WING TOP SKIN PANEL 2 LOW	ER SURFACE, RS AND TEOH AT RIB 10 WAS FOUND. DUE THECORROSION RUNNING OVER REAR SPAR DETAILS WERE SENT TO AIRBUS ASKING 	FOR REPAIR INSTRUCTIONS AND FINAL APPROVAL.AIRBUS PROVIDED REPAIR INSTRUCTIONS UNDER DOSSIER 81164669, 80872466 AND TD/8	0872466/076/2023#A.THE REPAIR WAS PERFORMED UNDER COOPESA JOB:A1M154 (ITEM 5-36)						2 	4F			RT	A28NM   					 
	20230208		EU  	2023	2	8	EE4Y2023013017052	1	20230130	G	5730		SKIN            			AIRBUS	320   	A320214     	3930316	EU  										LT WING	CORRODED        	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	224NV					1694				DURING THE STRUCTURAL INSPECTION PER ALLEGIANT WORK CARD N?: ZL-575-01-001 MPD, CORROSIONON LH WING TOP SKIN PANEL 2 LOW	ER SURFACE, RS AND TEOH AT RIBS 17 WAS FOUND. DUE THECORROSION RUNNING OVER REAR SPAR DETAILS WERE SENT TO AIRBUS ASKING	 FOR REPAIRINSTRUCTIONS AND FINAL APPROVAL.AIRBUS PROVIDED REPAIR INSTRUCTIONS UNDER DOSSIER81164669, 80872466 AND TD/80	872466/076/2023#A.THE REPAIR WAS PERFORMED UNDER COOPESA JOB:A1M154 (ITEM 5-37)						2 	4F			RT	A28NM   					 
	20230224		NM  	2023	2	24	EE4Y2023022417243	1	20230224	G	5310	19003263001	TRACK           			EMB   	ERJ190	ERJ190100IGW	3260408	NM  										ZONE 200	CORRODED        	B				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	945UW					19000062				1.	DURING STRUCTURE INSPECTION, WE FOUND AT THE RH FORWARD FLOOR TRACK  WITH CORROSION AT THE UPPER FLANGE BETWEEN FR 12	 AND FR 14 AND BETWEEN FR 17 AND FR 18. WAS REPAIRED FOLLOWING EMBRAER REPAIR INSTRUCTIONS UNDER ETD2022-190-037191 REV 	/ AND APPROVED ON ANAC F-200 FORM PROVIDED BY EMB.							2 	4F			RT	A57NM   					 
	20230224		NM  	2023	2	24	EE4Y2023022417244	1	20230224	G	5300	UNK	FITTING         			AIRBUS	A319  	A319111     	3930336	NM  											CRACKED         	B				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	309NV					3084				DURING THE  TASK 53-210-003_P1-OP-UP-NDT/00 WORK CARD INSTRUCTIONS ACCOMPLISHMENT RELATED TO AD 2020-17-03, WAS FOUND TH	E RH CONTINUITY FITTING WITH CRACK. AIRBUS WAS CONTACTED TO REQUEST THE KITS P/N FOR REPLACEMENT. AIRBUS PROVIDED THE IN	FORMATION WITH DOSSIER 81179738 AND THE REPLACMEENT OF THE PARTS IS COVERED WITH ENGINEERING ORDER E5311-0013 REV 00.							2 	4F			RT	A28NM   					 
	20230224		NM  	2023	2	24	EE4Y2023022417245	1	20230224	G	5400	19015490004	FAIRING         			EMB   	ERJ190	ERJ190100IGW	3260408	NM  										ZONE 400	DAMAGED         	B				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	945UW					19000062				DURING THE STRUCTURAL INSPECTION, IT WAS FOUND AT ENGINE #1 AFT PYLON MOVABLE FAIRING SKIN WITH CRACK. WAS REPAIRED FOLL	OWING EMBRAER REAPAIR INSTRUCTIONS UNDER ETD2022-190-037760 REV A AND APPROVED ON ANAC F-200 FORM PROVIDED BY EMB.								2 	4F			RT	A57NM   					 
	20230224		NM  	2023	2	24	EE4Y2023022417246	1	20230224	G	5400	19003199003	LUG             			EMB   	ERJ190	ERJ190100IGW	3260408	NM  										ZONE 100	CORRODED        	B				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	945UW					19000062				DURING THE ACCOMPLISHMENT OF SB, FOUND THE RH PYLON, INBOARD AND OUTBOARD SPARS LUGS BUSHING WITH CORROSION. WAS REPAIRE	D FOLLOWING EMBRAER REPAIR INSTRUCTIONS UNDER ETD2022-190-037426 AND APPROVED ON ANAC F-200 FORM PROVIDED BY EMB.								2 	4F			RT	A57NM   					 
	20230224		NM  	2023	2	24	EE4Y2023022417247	1	20230224	G	5720	UNK	NONE            			EMB   	ERJ190	ERJ190100IGW	3260408	NM  										ZONE 600	NONE            	B				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23						19000062				DURING THE ACCOMPLISHMENT OF  SB, RH WING REINFORCEMENT PREPARATION, WAS FOUND A WEAR AT UPPER REAR SKIN STGR 9, WAS REP	AIRED FOLLOWING EMBRAER REPAIR INSTRUCTIONS UNDER ETD2022-190-036251 AND APPROVED ON ANAC F-200 FORM PROVIDED BY EMB.								2 	4F			RT	A57NM   					 
	20230224		NM  	2023	2	24	EE4Y2023022417248	1	20230224	G	5310	CLAD2024T3	SKIN            			EMB   	ERJ190	ERJ190100IGW	3260408	NM  										ZONE 200	DAMAGED         	B				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	945UW					19000062				1.	DURING THE STRUCTURAL INSPECTION, IT WAS FOUND AN EXISTING REPAIR WITHOUT RECORDS LOCATED BETWEEN FR11 AND FR12 AND B	ETWEEN STRINGER 14L AND 19L. WAS REPAIRED FOLLOWING EMBRAER REPAIR INSTRUCTIONS UNDER ETD2022-190-036840 REV A AND APPRO	VED ON ANAC F-200 FORM PROVIDED BY EMB.							2 	4F			RT	A57NM   					 
	20230224		NM  	2023	2	24	EE4Y2023022417250	1	20230224	G	5400	UNK	FAIRING         			EMB   	ERJ190	ERJ190100IGW	3260408	NM  										ZONE 400	DAMAGED         	B				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	945UW					19000062				DURING THE STRUCTURAL INSPECTION, IT WAS FOUND AN EXISTING REPAIR LOCATED AT ENGINE #2 AFT PYLON MOVABLE FAIRING.SINCE	 THE PREVIOUS OPERATOR DID NOT PROVIDE REPAIR RECORDS, IT WAS REMOVED IN ORDER TO PERFORM A NEW ONEFOLLOWING REPAIR IN	STRUCTIONS UNDER ETD2022-190-036564 REV / AND APPROVED ON ANAC F-200 FORM PROVIDE BY EMB.							2 	4F			RT	A57NM   					 
	20230227		NM  	2023	2	27	EE4Y2023022417256	1	20230224	G	5400	UNK	FAIRING         			EMB   	ERJ190	ERJ190100IGW	3260408	NM  										ZONE 400	DAMAGED         	B				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	945UW					19000062				DURING THE INSPECTION PROCESS, IT WAS FOUND AN EXISTING REPAIR WITHOUT RECORDS. WAS REPAIRED FOLLOWING EMBRAER REPAIR IN	STRUCTIONS UNDER ETD2022-190-036364 REV / AND APPROVED ON ANAC F-200 FORM PROVIDED BY EMB.								2 	4F			RT	A57NM   					 
	20230227		NM  	2023	2	27	EE4Y2023022417258	1	20230224	G	5400	UNK	FAIRING         			EMB   	ERJ190	ERJ190100IGW	3260408	NM  										ZONE 400	DAMAGED         	B				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	945UW					19000062				DURING THE STRUCTURAL INSPECTION WAS FOUND AT ENGINE #1 AFT PYLON MOVABLE FAIRING INBOARD SKIN WITH CRACK AND SEVERAL FA	IRING ATTACHMENT HOLES ELONGATED.WAS REPAIRED FOLLOWING EMBRAER REPAIR INSTRUCTIONS UNDER ETD2023-190-001051 REV / AND A	PPROVED ON ANAC F-200 PROVIDED BY EMB.							2 	4F			RT	A57NM   					 
	20230227		NM  	2023	2	27	EE4Y2023022417259	1	20230224	G	5720	UNK	SKIN            			EMB   	ERJ190	ERJ190100IGW	3260408	NM  										ZONE 500	DAMAGED         	B				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	945UW					19000062				DURING THE ACCOMPLISHMENT OF SB 190-57-0056 AT LH WING LOWER SKIN AFT AREA,FASTENER HOLE WITH AN EXISTING FLANGED BUSHIN	G THROUGH THE LOWER SKIN AND THE INTERNAL RIB.WAS REPAIRED FOLLOWING EMBRAER REOAIR INSTRUCTIONS UNDER ETD2022-190-03752	1 REV / AND APPROVED ON ANAC F-200 FORM PROVIDED BY EMB.							2 	4F			RT	A57NM   					 
	20230227		NM  	2023	2	27	EE4Y2023022417260	1	20230224	G	5720	UNK	SKIN            			EMB   	ERJ190	ERJ190100IGW	3260408	NM  										ZONE 600	DAMAGED         	B				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SO	23	945UW					19000062				DURING THE ACCOMPLISHMENT OF SB 190-57-0056, AT LH WING LOWER SKIN AFT AREA WITH FASTENER HOLE WITH AN EXISTING COUNTERS	INK BUSHING THROUGH THE LOWER SKIN AND THE INTERNAL RIB.WAS REPAIRED FOLLOWING EMBRAER INSTRUCTIONS UNDER ETD2022-190-03	7529 REV / AND APPROVED ON ANAC F-200 FORM PROVIDED BY EMB.							2 	4F			RT	A57NM   					 
	20230227		EU  	2023	2	27	EE4Y2023022417261	1	20230226	G	5700	UNK	SKIN PANEL      			AIRBUS	320   	A320214     	3930316	EU  										ZONE 500	CORRODED        	B			WX0A	O				OTHER                   				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			SO	23	229NV					0730				DURING THE ACCOMPLISHMENT OF ALLEGIANT ZL-500-03-1-002_P1-OP-UP/0 EWIS TASK, IT WAS FOUND THE LH WING, EXTERNAL TOP SKIN	 PANEL 2 FROM BETWEEN BETWEEN RIB 13 AND RIB 14 ON STGR16 SKIN WITH CORROSION. DUE THIS CONDITION WAS REPORTED TO AIRBUS	. AIRBUS PROVIDED REPAIR INSTRUCTIONS UNDER DOSSIER 81173299 AND REPAIR WAS DOCUMENTED UNDER COOPESA JOB A1N017 ITEM 5	-23).						2 	4F			RT	A28NM   					 
	20230227		EU  	2023	2	27	EE4Y2023022417263	1	20230226	G	5700	UNK	SKIN PANEL      			AIRBUS	320   	A320214     	3930316	EU  										ZONE 500	CORRODED        	B			WX0A	O				OTHER                   				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			SO	23	229NV					0730				DURING THE ACCOMPLISHMENT OF ALLEGIANT ZL-500-03-1-002_P1-OP-UP/0 EWIS TASK, IT WAS FOUND THE LH WING, EXTERNAL TOP SKIN	 PANEL 2 FROM BETWEEN BETWEEN RIB 13 AND RIB 14 ON STGR16 SKIN WITH CORROSION. DUE THIS FACT THIS CONDITION WAS REPORTED	 TO AIRBUS. AIRBUS PROVIDED REPAIR INSTRUCTIONS UNDER DOSSIER 81173299 AND REPAIR WAS DOCUMENTED UNDER COOPESA JOB A1N	017 ITEM 5-23).						2 	4F			RT	A28NM   					 
	20230227		EU  	2023	2	27	EE4Y2023022417264	1	20230226	G	5700	UNK	SKIN PANEL      			AIRBUS	320   	A320214     	3930316	EU  										ZONE 500	CORRODED        	B			WX0A	O				OTHER                   				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			SO	23	229NV					0730				DURING THE ACCOMPLISHMENT OF ALLEGIANT ZL-500-03-1-002_P1-OP-UP/0 EWIS TASK, IT WAS FOUND THE LH WING, EXTERNAL TOP SKIN	 PANEL 2 FROM BETWEEN RIB 15 AND RIB 16 AND 50MM + STGR16 SKIN WITH CORROSION. DUE THIS FACT THIS CONDITION WAS REPORTED	 TO AIRBUS. AIRBUS PROVIDED REPAIR INSTRUCTIONS UNDER DOSSIER 81173299 AND REPAIR WAS DOCUMENTED UNDER COOPESA JOB A1N	017 ITEM 5-24).						2 	4F			RT	A28NM   					 
	20230227		EU  	2023	2	27	EE4Y2023022417265	1	20230226	G	5700	UNK	SKIN PANEL      			AIRBUS	320   	A320214     	3930316	EU  										ZONE 500	CORRODED        	B			WX0A	O				OTHER                   				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			SO	23	229NV					0730				DURING THE ACCOMPLISHMENT OF ALLEGIANT ZL-500-03-1-002_P1-OP-UP/0 EWIS TASK, IT WAS FOUND THE LH WING, EXTERNAL TOP SKIN	 PANEL 2 FROM BETWEEN BETWEEN RIB 9 AND RIB 10 ON TRAILING EDGE OVERHANG SKIN WITH CORROSION. DUE THIS CONDITION WAS REP	ORTED TO AIRBUS. AIRBUS PROVIDED REPAIR INSTRUCTIONS UNDER DOSSIER 81173299 AND REPAIR WAS DOCUMENTED UNDER COOPESA JO	B A1N017 ITEM 5-26).						2 	4F			RT	A28NM   					 
	20230227		EU  	2023	2	27	EE4Y2023022417266	1	20230226	G	5700	UNK	SKIN PANEL      			AIRBUS	320   	A320214     	3930316	EU  										ZONE 500	CORRODED        	B			WX0A	O				OTHER                   				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			SO	23	229NV					0730				?DURING THE ACCOMPLISHMENT OF ALLEGIANT ZL-500-03-1-002_P1-OP-UP/0 EWIS TASK, IT WAS FOUND THE LH WING, EXTERNAL TOP SKI	N PANEL 2 FROM BETWEEN RIB 24 AND RIB 25 ON TRAILING EDGE OVERHANG SKIN  WITH CORROSION. DUE THIS CONDITION WAS REPORTED	 TO AIRBUS. ?AIRBUS PROVIDED REPAIR INSTRUCTIONS UNDER DOSSIER 81173299 AND REPAIR WAS DOCUMENTED UNDER COOPESA JOB A1	N017 ITEM 5-33).						2 	4F			RT	A28NM   					 
	20230227		EU  	2023	2	27	EE4Y2023022417267	1	20230226	G	5700	UNK	SKIN PANEL      			AIRBUS	320   	A320214     	3930316	EU  										ZONE 500	CORRODED        	B			WX0A	O				OTHER                   				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			SO	23	229NV					0730				DURING THE ACCOMPLISHMENT OF ALLEGIANT ZL-500-03-1-002_P1-OP-UP/0 EWIS TASK, IT WAS FOUND THE LH WING, EXTERNAL TOP SKIN	 PANEL 2 FROM BETWEEN RIB 25 AND RIB 26 ON TRAILING EDGE OVERHANG SKIN WITH CORROSION. DUE THIS CONDITION WAS REPORTED T	O AIRBUS. AIRBUS PROVIDED REPAIR INSTRUCTIONS UNDER DOSSIER 81173299 AND REPAIR WAS DOCUMENTED UNDER COOPESA JOB A1N01	7 ITEM 5-39).						2 	4F			RT	A28NM   					 
	20230227		EU  	2023	2	27	EE4Y2023022417268	1	20230226	G	5700	UNK	SKIN PANEL      			AIRBUS	320   	A320214     	3930316	EU  										ZONE 500	CORRODED        	B			WX0A	O				OTHER                   				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			SO	23	229NV					0730				DURING THE ACCOMPLISHMENT OF ALLEGIANT ZL-500-03-1-002_P1-OP-UP/0 EWIS TASK, IT WAS FOUND THE LH WING, EXTERNAL TOP SKIN	 PANEL 2 FROM BETWEEN RIB 18 + 270MM ON FRONT SPAR SKIN WITH CORROSION. DUE THIS CONDITION WAS REPORTED TO AIRBUS. AIR	BUS PROVIDED REPAIR INSTRUCTIONS UNDER DOSSIER 81173299 AND REPAIR WAS DOCUMENTED UNDER COOPESA JOB A1N017 ITEM 5-39).							2 	4F			RT	A28NM   					 
	20230227		EU  	2023	2	27	EE4Y2023022417269	1	20230226	G	5700	UNK	SKIN PANEL      			AIRBUS	320   	A320214     	3930316	EU  										ZONE 500	CORRODED        	B			WX0A	O				OTHER                   				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			SO	23	229NV					0730				DURING THE ACCOMPLISHMENT OF ALLEGIANT ZL-500-03-1-002_P1-OP-UP/0 EWIS TASK, IT WAS FOUND THE LH WING, EXTERNAL TOP SKIN	 PANEL 2 FROM BETWEEN BETWEEN RIB 12 ON STGR14 SKIN WITH CORROSION. DUE THIS CONDITION WAS REPORTED TO AIRBUS. AIRBUS 	PROVIDED REPAIR INSTRUCTIONS UNDER DOSSIER 81173299 AND REPAIR WAS DOCUMENTED UNDER COOPESA JOB A1N017 ITEM 5-40							2 	4F			RT	A28NM   					 
	20230227		EU  	2023	2	27	EE4Y2023022417270	1	20230226	G	5700	UNK	SKIN PANEL      			AIRBUS	320   	A320214     	3930316	EU  										ZONE 500	CORRODED        	B			WX0A	O				OTHER                   				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			SO	23	229NV					0730				DURING THE ACCOMPLISHMENT OF ALLEGIANT ZL-500-03-1-002_P1-OP-UP/0 EWIS TASK, IT WAS FOUND THE LH WING, EXTERNAL TOP SKIN	 PANEL 2 FROM BETWEEN RIB 14 + 350MM ON REAR SPAR SKIN SKIN WITH CORROSION. DUE THIS FACT THIS CONDITION WAS REPORTED TO	 AIRBUS. AIRBUS PROVIDED REPAIR INSTRUCTIONS UNDER DOSSIER 81173299 AND REPAIR WAS DOCUMENTED UNDER COOPESA JOB A1N017	 ITEM 5-43).						2 	4F			RT	A28NM   					 
	20230227		EU  	2023	2	27	EE4Y2023022417271	1	20230227	G	5700	UNK	SKIN PANEL      			AIRBUS	320   	A320214     	3930316	EU  										ZONE 600	CORRODED        	B			WX0A	O				OTHER                   				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			SO	23	229NV	73852				0730				DURING THE ACCOMPLISHMENT OF ALLEGIANT ZL-500-03-1-002_P1-OP-UP/0 EWIS TASK, IT WAS FOUND THE RH WING, EXTERNAL TOP SKIN	 PANEL 2 FROM AT THE STG 14RH BETWEEN RIB 10 AND RIB 11 SKIN WITH CORROSION. DUE TO THERE IS NOT SRM AVAILABLE TO PERF	ORM PERMANENT REPAIR, AIRBUS WAS CONTACTED REQUESTING REPAIR INSTRUCTIONS AND FINAL APPROVAL, UNDER AIRBUS DOSSIER 81172	750 AND COOPESA JOB A1N017 ITEM 6-17						2 	4F			RT	A28NM   					 
	20230227		EU  	2023	2	27	EE4Y2023022417272	1	20230227	G	5700	UNK	SKIN PANEL      			AIRBUS	320   	A320214     	3930316	EU  										ZONE 600	CORRODED        	B			WX0A	O				OTHER                   				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			SO	23	229NV	73852				0730				DURING THE ACCOMPLISHMENT OF ALLEGIANT ZL-500-03-1-002_P1-OP-UP/0 EWIS TASK, IT WAS FOUND THE RH WING, EXTERNAL TOP SKIN	 PANEL 2 AT THE STG 16RH BETWEEN RIB 11 AND RIB 12 SKIN WITH CORROSION. DUE TO THERE IS NOT SRM AVAILABLE TO PERFORM P	ERMANENT REPAIR, AIRBUS WAS CONTACTED REQUESTING REPAIR INSTRUCTIONS AND FINAL APPROVAL, UNDER AIRBUS DOSSIER 81172750 A	ND COOPESA JOB A1N017 ITEM 6-18						2 	4F			RT	A28NM   					 
	20230227		EU  	2023	2	27	EE4Y2023022417273	1	20230227	G	5700	UNK	SKIN PANEL      			AIRBUS	320   	A320214     	3930316	EU  										ZONE 600	CORRODED        	B			WX0A	O				OTHER                   				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			SO	23	229NV	73852				0730				DURING THE ACCOMPLISHMENT OF ALLEGIANT ZL-500-03-1-002_P1-OP-UP/0 EWIS TASK, IT WAS FOUND THE RH WING, EXTERNAL TOP SKIN	 PANEL 2 AT THE STG 15RH BETWEEN RIB 11 AND RIB 12 SKIN WITH CORROSION. DUE TO THERE IS NOT SRM AVAILABLE TO PERFORM P	ERMANENT REPAIR, AIRBUS WAS CONTACTED REQUESTING REPAIR INSTRUCTIONS AND FINAL APPROVAL, UNDER AIRBUS DOSSIER 81172750 A	ND COOPESA JOB A1N017 ITEM 6-19						2 	4F			RT	A28NM   					 
	20230227		EU  	2023	2	27	EE4Y2023022417274	1	20230227	G	5700	UNK	SKIN PANEL      			AIRBUS	320   	A320214     	3930316	EU  										ZONE 600	CORRODED        	B			WX0A	O				OTHER                   				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			SO	23	229NV	73852				0730				DURING THE ACCOMPLISHMENT OF ALLEGIANT ZL-500-03-1-002_P1-OP-UP/0 EWIS TASK, IT WAS FOUND THE RH WING, EXTERNAL TOP SKIN	 PANEL 2, AT THE STG 14RH BETWEEN RIB 12 AND RIB 13 SKIN WITH CORROSION. DUE TO THERE IS NOT SRM AVAILABLE TO PERFORM 	PERMANENT REPAIR, AIRBUS WAS CONTACTED REQUESTING REPAIR INSTRUCTIONS AND FINAL APPROVAL, UNDER AIRBUS DOSSIER 81172750 	AND COOPESA JOB A1N017 ITEM 6-20						2 	4F			RT	A28NM   					 
	20230227		EU  	2023	2	27	EE4Y2023022417275	1	20230227	G	5700	UNK	SKIN PANEL      			AIRBUS	320   	A320214     	3930316	EU  										ZONE 600	CORRODED        	B			WX0A	O				OTHER                   				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			SO	23	229NV	73852				0730				DURING THE ACCOMPLISHMENT OF ALLEGIANT ZL-500-03-1-002_P1-OP-UP/0 EWIS TASK, IT WAS FOUND THE RH WING, EXTERNAL TOP SKIN	 PANEL 2, AT STG 16RH BETWEEN RIB 14 AND RIB 16 SKIN WITH CORROSION. DUE TO THERE IS NOT SRM AVAILABLE TO PERFORM PERM	ANENT REPAIR, AIRBUS WAS CONTACTED REQUESTING REPAIR INSTRUCTIONS AND FINAL APPROVAL, UNDER AIRBUS DOSSIER 81172750 AND 	COOPESA JOB A1N017 ITEM 6-23						2 	4F			RT	A28NM   					 
	20230227		EU  	2023	2	27	EE4Y2023022417276	1	20230227	G	5700	UNK	SKIN PANEL      			AIRBUS	320   	A320214     	3930316	EU  										ZONE 600	CORRODED        	B			WX0A	O				OTHER                   				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			SO	23	229NV	73852				0730				DURING THE ACCOMPLISHMENT OF ALLEGIANT ZL-500-03-1-002_P1-OP-UP/0 EWIS TASK, IT WAS FOUND THE RH WING, EXTERNAL TOP SKIN	 PANEL 2 AT THE STG 15RH BETWEEN RIB 11 AND RIB 12 SKIN WITH CORROSION. DUE TO THERE IS NOT SRM AVAILABLE TO PERFORM P	ERMANENT REPAIR, AIRBUS WAS CONTACTED REQUESTING REPAIR INSTRUCTIONS AND FINAL APPROVAL, UNDER AIRBUS DOSSIER 81172750 A	ND COOPESA JOB A1N017 ITEM 6-43						2 	4F			RT	A28NM   					 
